source,contenu,source_date
"Mise en œuvre du règlement Dublin III (A9-0245/2020 - Fabienne Keller)
16-12-2020","J’ai voté en faveur de ce rapport d’initiative. Pilier de la politique d’asile européenne, le règlement de Dublin III a été adopté en 2013. Le rapport actuel vise à évaluer la mise en œuvre de ce règlement et à pointer du doigt les faiblesses de cette mise en œuvre. Parmi les faiblesses soulevées par le rapport on retrouve la pression disproportionnée sur quelques États de première entrée et le manque de mécanismes de solidarité entre les États. Sur la période 2008-2017, 90 % des demandeurs d’asile ont ainsi été accueillis par seulement un tiers des États membres. Il apparaît tout à fait nécessaire de faire baisser la pression existant sur ces États en instaurant un mécanisme de solidarité efficace. Le rapport souligne également la complexité du parcours administratif auquel est confronté le demandeur d’asile ainsi que les nombreuses entraves aux droits des demandeurs. Ce rapport appelle donc à un respect plus strict des règles actuelles en attendant l’entrée en vigueur du pacte Asile-Migration.",16-12-2020
"Dispositions transitoires relatives au soutien du Feader et du FEAGA en 2021 et en 2022 (A9-0101/2020 - Elsi Katainen)
15-12-2020","J’ai voté en faveur de ce règlement qui permettra de maintenir une PAC stable pour nos agriculteurs pour les deux ans à venir, jusqu’à l’entrée en vigueur de la nouvelle PAC. Les règles actuelles de la PAC seront donc prolongées en 2021 et 2022. Il convient également de rappeler que, dans le cadre des négociations et de l’accord final sur le CFP, nous sommes parvenus à maintenir la PAC au même niveau en prix courants. Parmi les autres victoires à souligner, l’intégration dans ce règlement du plan de relance européen pour l’agriculture à hauteur de 8 milliards d’euros ainsi que la prolongation des mesures supplémentaires de développement rural prises pour répondre à la crise sanitaire et accompagner au mieux nos agriculteurs en cette période. Ce règlement assure stabilité et certitude à nos agriculteurs.",15-12-2020
"Projet de budget rectificatif nº 10/2020: Augmentation des crédits de paiement et autres ajustements des dépenses et recettes (A9-0252/2020 - Monika Hohlmeier)
15-12-2020","J'ai voté en faveur de ce budget rectificatif qui permettra de débloquer 1,5 milliard d'euros suite à la crise sanitaire. La moitié viendra soulager les agriculteurs via des paiements forfaitaires et des aides aux petites entreprises agricoles. Plus de 500 millions seront également destinés à la réaction de l'UE face au COVID-19 en dehors de ses frontières.
Comme cela a déjà été le cas à de nombreuses reprises depuis mars 2020, notre Union montre qu'elle a pu adapter son budget pour apporter une réponse effective à la crise.",15-12-2020
"Ressources supplémentaires à la suite de la pandémie de COVID-19: REACT-EU (A9-0150/2020 - Andrey Novakov, Constanze Krehl)
15-12-2020","J’ai voté en faveur de ce rapport qui vise à faciliter la reprise économique en apportant 47,5 milliards d’euros supplémentaires aux programmes relatifs à la politique de cohésion. Ce texte accordera notamment une flexibilité totale pour les États membres dans l’allocation des ressources aux différents fonds, tels que le FEDER, Interreg, initiative emploi pour les jeunes et le Fonds d’aide aux plus démunis, ainsi qu’aux différentes régions. Il offrira également la possibilité d’un cofinancement par l’UE des investissements jusqu’à 100 % et permettra l’éligibilité rétroactive des dépenses à compter du 1er février 2020 et pour une durée de 3 ans.",15-12-2020
"Accord de partenariat dans le domaine de la pêche durable entre l’Union européenne et les Îles Cook: prorogation du protocole de mise en œuvre (A9-0243/2020 - François-Xavier Bellamy)
14-12-2020","J’ai voté en faveur de ce rapport, pour lequel j’ai été nommée rapporteure pour avis au sein de la commission des budgets (BUDG). Cet accord vise la prorogation du protocole actuel de l’accord thonier entre l’UE et les Îles Cook pendant que se poursuivent les négociations entre la Commission et les représentants des Îles Cook. L’accord doit permettre la prorogation de l’accord actuel pour une durée maximale d’un an afin de ne pas nuire aux activités des pêcheurs d’ici à un nouvel accord de protocole. Il est important d’assurer des débouchés à nos pêcheurs, déjà inquiets des conséquences du Brexit sur leurs activités.",14-12-2020
"Situation des droits fondamentaux dans l’Union européenne - rapports annuels 2018 et 2019 (A9-0226/2020 - Clare Daly)
26-11-2020","J’ai voté en faveur de ce rapport du Parlement européen sur la situation des droits fondamentaux en Europe en 2018 et 2019. Celui-ci aborde différentes thématiques particulièrement importantes pour les Européens et les valeurs sur lesquelles l’UE s’est construite. Ainsi, le Parlement européen demande que davantage de mesures soient prises pour garantir les droits économiques et sociaux des peuples européens (réduction de la pauvreté, en particulier chez certaines personnes plus touchées : les femmes, les personnes handicapées, les personnes âgées, les enfants, les Roms, les gens du voyage, les personnes LGBTI+). Aussi, l’UE doit veiller à l’égalité de traitement entre ses citoyens, aux droits fondamentaux des migrants, des demandeurs d’asile et des réfugiés, ainsi qu’au respect de l’état de droit et à la prise de mesures fortes en matière de lutte contre la corruption. La prospérité de l’UE ne se fera pas sans le respect des libertés fondamentales.",26-11-2020
"Escalade des tensions à Varosia à la suite des mesures illégales prises par la Turquie et nécessité de rouvrir les pourparlers de toute urgence (B9-0355/2020)
26-11-2020","J’ai voté en faveur de cette résolution, qui dresse une nouvelle fois un bilan inquiétant des agissements de la Turquie sur l’île de Chypre, à Famagouste, où a eu lieu récemment une escalade de tensions. En effet, en octobre dernier la Turquie a rouvert le quartier Varosha, en bafouant les résolutions de l’ONU qui l’interdisaient pourtant explicitement. Le Parlement européen invite le Conseil à prendre des mesures fermes – incluant des sanctions – à l’encontre de la Turquie, pourtant officiellement reconnue comme Etat partenaire de l’UE. Cette résolution, appelle à un retour des négociations dans le cadre des Nations Unies et demande à la Turquie d'arrêter toute mesure unilatérale mettant en danger le processus de réunification de l’île.",26-11-2020
"Élimination des droits de douane sur certains produits (A9-0217/2020 - Bernd Lange)
26-11-2020","J’ai voté en faveur de ce rapport afin que l’UE engage de nouvelles relations plus apaisées avec les Etats-Unis sur le plan commercial. En effet, l’accord prévoit de supprimer des droits de douane sur certains produits pour environ 170 millions d’euros au total (homards américains contre des produits industriels européens). La politique commerciale entre l’UE et les Etats-Unis doit reprendre de nouvelles bases, ce qu’a confirmé le nouveau président élu aux Etats-Unis dans ses récentes prises de paroles. Néanmoins, l’Union européenne se réserve le droit de revenir en arrière si la première puissance mondiale devait prendre de nouvelles mesures tarifaires illégales à l’encontre de notre économie.",26-11-2020
"Droit à l’avortement en Pologne (B9-0373/2020)
26-11-2020","J’ai voté en faveur de cette résolution, qui fait suite au jugement du Tribunal constitutionnel polonais du 22 octobre dernier, déclarant inconstitutionnel l’avortement dans le cas d’une « malformation grave et irréversible » du fœtus ou d’une « maladie incurable ou potentiellement mortelle ». Ce jugement vient une fois de plus restreindre le droit à l’avortement dans un pays qui applique une politique particulièrement régressive en matière d’accès à la contraception et à la planification familiale. Je suis convaincue que de tels agissements sont contraires aux valeurs prônées par l’Union européenne. La Pologne doit revenir sur ces décisions.",26-11-2020
"Vers un marché unique plus durable pour les entreprises et les consommateurs (A9-0209/2020 - David Cormand)
25-11-2020","J’ai voté en faveur de ce rapport qui permet au Parlement d’exprimer sa position sur le plan d’action de la Commission en faveur de la nouvelle économie circulaire. Dans ce rapport, le Parlement propose des mesures pour lutter contre l’obsolescence programmée et prématurée, et faire valoir le droit des consommateurs, notamment celui d’être mieux informés. Le Parlement demande également que la Commission établisse un « droit de réparation » des produits, propose une stratégie globale vers une économie du réemploi et la réutilisation, mais aussi une stratégie pour que le numérique soit au service d’un marché plus durable. Enfin, le Parlement soutient qu’il est nécessaire que les marchés publics occupent une place centrale dans cette transition, tout comme la publicité et le marketing, qui doivent être plus responsables. J’ai également voté en faveur d’un amendement demandant qu’un étiquetage mentionnant la durée de vie estimée et la réparabilité d’un produit devienne obligatoire.",25-11-2020
"Assurer la sécurité des produits dans le marché unique (A9-0207/2020 - Marion Walsmann)
25-11-2020","J’ai voté en faveur de cette résolution qui permet au Parlement d’adresser ses recommandations à la Commission européenne en matière de protection de tous les produits vendus dans le marché unique, en particulier les produits sensibles (comme les équipement médicaux), et les objets connectés de plus en plus nombreux. Des règles harmonisées en matière de sécurité des produits doit être un objectif que se doit d’atteindre de la Commission. Les questions de sécurité incluent les enjeux de cybersécurité pour les nouvelles technologies et les produits connectés. En particulier, les technologies utilisant l’intelligence artificielle (IA), bien qu’offrant de réelles opportunités, doivent être dignes de confiance, tout comme la 5G. Cette résolution demande que la surveillance des marchés soit renforcée, le Parlement européen déplorant un manque de moyens financiers consacrés à cela et un cadre juridique insuffisant. Cette exigence s’applique également aux places de marchés en ligne : une coopération entre ces acteurs et l’UE est ainsi nécessaire (y compris les acteurs étrangers). Enfin, la résolution évoque l’enjeu de transparence et de traçabilité des produits vendus dans le marché unique, ainsi que l’importance du rappel des produits dangereux.",25-11-2020
"Renforcement de la liberté des médias: la protection des journalistes en Europe, les discours de haine, la désinformation et le rôle des plateformes (A9-0205/2020 - Magdalena Adamowicz)
25-11-2020","J’ai voté en faveur de cette résolution, dans laquelle le Parlement européen se dit préoccupé par la situation de la liberté des médias en Europe, dans un contexte d’abus et d’attaques commis à l’encontre de journalistes et de professionnels des médias. En particulier, les journalistes d’investigation jouent un rôle fondamental dans la lutte contre la criminalité organisée et dans l’exercice de gardiens de la démocratie. Cette résolution aborde également la nécessité de lutter contre le discours et les crimes de haine dont la résurgence en Europe est inquiétante, tout comme les discours de désinformation, de mésinformation, et de complotisme. Les plateformes en ligne ont une grande responsabilité dans la multiplication de ces pratiques, qu’il faut à tout prix bannir – c’est notamment l’objet du plan d’action présenté par la Commission européenne. Enfin, la Commission et les Etats membres devraient renforcer leurs politiques d’éducation aux médias, à l’information, et à l’esprit critique, tout en sensibilisant aux risques des discours de haine.",25-11-2020
"Une nouvelle stratégie industrielle pour l’Europe (A9-0197/2020 - Carlo Calenda)
25-11-2020","J’ai voté en faveur de ce rapport sur la stratégie industrielle pour l’Europe. Ce rapport appelle à ce que l’industrie européenne contribue à la transition verte et durable, et cela ne saurait se passer d’un soutien nécessaire de l’UE à la recherche et l’innovation européenne. L’Union européenne doit également renforcer son industrie afin d’atteindre l’autonomie stratégique du continent. Aussi, la taxonomie (la « grammaire » européenne en matière d’investissements verts et durable) doit être pleinement mobilisée pour accélérer la transition écologique, mais c’est sans oublier la dimension sociale qui est pleinement reflétée dans ce rapport du Parlement. Enfin, le Parlement demande que l’UE continue d’apporter un soutien aux PME, maillon essentiel de l’industrie européenne.",25-11-2020
"Rendre le développement plus efficace et l'aide plus efficiente (A9-0212/2020 - Tomas Tobé)
25-11-2020","J’ai voté en faveur de la résolution du Parlement européen qui soutient une meilleure efficacité des fonds européens destinés à l’aide au développement dans la réalisation des Objectifs de développement durables (ODD) fixés par l’ONU pour 2030. L’Union européenne doit pouvoir jouer un rôle fondamental dans la promotion de la démocratie, des droits de l’homme et de la transition verte via les fonds qu’elle octroie, notamment en raison de sa place de premier contributeur en matière d’aides au développement. Cette résolution rappelle également que l’UE doit pouvoir nouer des partenariats avec les institutions, les ONG et la société civile pour mieux coordonner son soutien.
J’ai aussi voté en faveur d’amendements qui précisent que la politique de développement doit promouvoir des objectifs stratégiques, y compris la gestion des migrations, et que l’aide humanitaire ne doive pas faire l’objet d’aucune conditionnalité sur les questions migratoires.",25-11-2020
"Bilan des élections européennes (A9-0211/2020 - Pascal Durand)
25-11-2020","J’ai voté en faveur de ce rapport qui dresse un bilan des dernières élections européennes, dans l’objectif de pouvoir améliorer le processus électoral pour les prochaines échéances européennes. Bien que la participation ait augmenté significativement en 2019, elle reste insuffisante au regard des enjeux qu’elle sous-tend. Par ce rapport, le Parlement européen propose notamment d’abaisser le droit de vote à 16 ans de façon harmonisée partout en Europe, de faciliter le vote à distance, de renforcer la parité par des outils règlementaires ambitieux et harmonisés (au regard de ce qui est fait en France). Le rapport pointe aussi le dysfonctionnement du système des Spitzenkandidaten (le fait de place à la tête de la Commission européenne le chef de file du parti vainqueur aux élections des eurodéputés) et appelle à le réformer, en proposant que les citoyens européens puissent tous s’exprimer pour désigner le ou la futur(e) président(e) de la Commission européenne. De nombreuses autres propositions sont mentionnées dans ce rapport, et la future Conférence sur l’avenir de l’Europe doit permettre de prendre des décisions importantes à ce sujet, afin de renforcer la légitimité démocratique et la transparence des futures élections européennes.",25-11-2020
"Mobilisation du Fonds de solidarité de l’Union européenne: aide à la Croatie et à la Pologne en rapport avec une catastrophe naturelle et pour verser des avances à la Croatie, à l’Allemagne, à la Grèce, à la Hongrie, à l’Irlande, au Portugal et à l’Espagne en rapport avec une urgence de santé publique (A9-0221/2020 - )
23-11-2020","J’ai voté en faveur du rapport ainsi que du projet de budget rectificatif qui prévoient la mobilisation du Fonds de solidarité de l’UE (FSUE) en raison de catastrophes naturelles survenues en Croatie (tremblement de terre en mars 2020) et en Pologne (inondations en juin 2020). Ces textes permettent également de mobiliser ce fonds en raison de l’urgence majeure de santé publique causée par la pandémie de COVID-19 début 2020, demandée par 7 États membres (Allemagne, Croatie, Espagne, Grèce, Hongrie, Irlande et Portugal). Au total, la mobilisation du FSEU autorisée par le Parlement s’élève à plus de 823,5 millions d’euros pour les Etats membres mentionnés. La solidarité européenne envers les Etats ayant connu des catastrophes est essentielle. Bien sûr, les fonds mobilisés par l’Union européenne en raison de la crise de la COVID-19 ne se limitent pas au déblocage de ce fonds.",23-11-2020
"Réduction du taux de sans-abrisme dans l’Union européenne (B9-0363/2020)
23-11-2020","J’ai voté en faveur de cette résolution qui appelle l’Union européenne à mieux s’engager dans la lutte contre le sans-abrisme en Europe. La forte augmentation du taux de sans-abrisme est contraire à la tendance que l’on devrait observer dans la poursuite des objectifs de développement durable de l’ONU (ODD) à l’horizon 2030, en particulier la fin du sans-abrisme. Aujourd’hui, environ 4 millions de personnes dans l’UE sont sans-abris, et c’est sans compter l’impact très fort de la pandémie sur le phénomène. L’UE doit agir et mettre en place un cadre européen pour coordonner les stratégies nationales, qui se baserait sur le principe du « Housing First » (un logement d’abord – programme social visant à proposer avant toute chose un logement stable à toute personne sans-abris). Enfin, le texte demande le maintien voire l’augmentation des fonds européens (FEDER et FEAD en particulier) pour lutter contre le phénomène et assurer des conditions de vie décentes à tous.",23-11-2020
"Le système Schengen et les mesures prises pendant la crise du coronavirus (B9-0362/2020)
23-11-2020","J’ai voté en faveur de cette résolution, car je regrette que la libre-circulation dans l’espace Schengen ait été gravement mise à mal par la première vague de coronavirus au printemps dernier. Les travailleurs transfrontaliers ont été fortement limités dans leurs possibilités de déplacement, tout comme les étudiants. Cette résolution rappelle que cette situation doit demeurer exceptionnelle, et qu’il faudra à l’avenir privilégier des mesures plus ciblées, au regard des principes de proportionnalité et de non-discrimination. Enfin, le Parlement européen salue les efforts effectués par la Commission européenne dans le but que la gestion des frontières soit mieux coordonnée, afin de garantir la protection de la santé publique et la libre-circulation dans l’espace Schengen. Nous demandons à cette dernière de continuer les efforts entrepris.",23-11-2020
"Programme d'action de l'Union dans le domaine de la santé pour la période 2021-2027 (programme «UE pour la santé») (A9-0196/2020 - Cristian-Silviu Buşoi)
13-11-2020","J’ai voté en faveur de ce rapport, qui prévoit la mise en place d'un mécanisme européen de réaction en matière de santé afin de préparer plus efficacement l’Union européenne aux enjeux sanitaires de demain. Ce rapport inclut de nombreuses priorités de la délégation Renaissance, notamment un objectif de réduction des inégalités en matière de santé, une meilleure prévention des maladies, une coordination renforcée pour répondre aux crises sanitaires, un renforcement de l’Europe du médicament, une amélioration de la santé et de la sécurité au travail, un plan ambitieux pour vaincre le cancer, une stratégie européenne contre les maladies chroniques et une plus grande implication de la société civile et des associations de patients. Ce rapport et le triplement du budget 2021-2027 consacré à la santé par rapport à la période précédente (accord entre le Conseil, le Parlement et la Commission), est une première pierre dans la construction de l’Europe de la santé que le Parlement européen appelle de ses vœux.",13-11-2020
"Plan d’investissement pour une Europe durable - comment financer le pacte vert (A9-0198/2020 -Siegfried Mureşan, Paul Tang)
13-11-2020","J’ai voté en faveur de ce rapport, qui permet au Parlement européen de fixer sa stratégie pour le financement du pacte vert. Le Parlement européen y rappelle notamment la nécessité que les ressources financières du budget de l’Union européenne soient mieux ciblées. En fixant des objectifs de dépenses en faveur du climat et de la biodiversité, en insistant pour la création de nouvelles ressources propres et en demandant une amélioration de la comptabilisation des dépenses dans le budget, le Parlement européen se montre particulièrement ambitieux. Ces demandes font partie des points défendus par les députés de la délégation Renaissance. Par ailleurs, ce rapport précise que les institutions financières – à savoir la Banque européenne d’investissement et la Banque centrale européenne – doivent pleinement contribuer à la mise en place du pacte vert et des accords de Paris. Il en va de même pour les investissements privés, qui doivent respecter scrupuleusement la taxonomie – la grammaire européenne en matière d’investissements verts – afin que l’Union puisse atteindre ces objectifs. Enfin, en ces temps troublés de crise sanitaire et économique, le Parlement européen demande que les investissements publics durables soient privilégiés, et que les aides d’État respectent des conditions climatiques et environnementales précises.",13-11-2020
"Établissement du programme InvestEU (A9-203/2020 - José Manuel Fernandes, Irene Tinagli)
13-11-2020","J’ai voté en faveur de ce règlement prévoyant l’instauration d’un programme «InvestEU» modifié par rapport à la position du Parlement européen de 2019, afin de l’adapter à l’Europe d’aujourd’hui profondément mise à l’épreuve par la pandémie. Le fonds de garantie InvestEU permettra le financement de six volets de politiques différentes: les infrastructures durables; la recherche, l’innovation et la numérisation; les PME; l’investissement social et les compétences; les investissements stratégiques pour l’Union européenne tel que nouvellement proposé par la Commission européenne; et un soutien à la solvabilité des entreprises tel qu’ajouté par le Parlement. C’est un programme unique et parfaitement adapté pour mobiliser les investissements visant à soutenir la relance et la croissance sur le long-terme. Néanmoins, je regrette profondément que le Parlement soit revenu sur la décision de consacrer 40 % du fonds InvestEU aux enjeux climatiques et environnementaux. Si nous souhaitons atteindre les objectifs du pacte vert et des accords de Paris, ce nouveau programme tourné vers l’avenir doit y prendre pleinement sa part.",13-11-2020
"L'incidence des mesures relatives à la COVID-19 sur la démocratie, les droits fondamentaux et l'état de droit (B9-0343/2020)
13-11-2020","J’ai voté en faveur de cette résolution du Parlement européen, qui vise à rappeler que les mesures d’urgence prises dans le cadre de la crise de la Covid-19 ne doivent être que temporaires et ne doivent pas être une opportunité pour les États et leurs gouvernements de mettre en place des mesures portant atteinte à l’état de droit et aux droits fondamentaux. De nombreuses notions sont abordées dans cette résolution, telles que les modalités de prise de décision en cas d’état d’urgence, la proportionnalité des mesures prises, la liberté de circulation au sein de l’espace Schengen, la protection des données des citoyens, le respect des droits sexuels et reproductifs (en particulier pour les femmes), la lutte contre la désinformation, la liberté de la presse, ou encore la lutte contre les discriminations. Aucune décision sur ces sujets ne doit être prise si la nécessité, la proportionnalité stricte, et le caractère temporaire ne sont pas des principes respectés.",13-11-2020
"Budget général de l’Union européenne pour l’exercice 2021 - toutes sections (A9-0206/2020 - Pierre Larrouturou, Olivier Chastel)
12-11-2020","J’ai voté en faveur de ce rapport, qui vise à donner la vision du Parlement européen sur la proposition de budget du Conseil pour l’année à venir. Suite à de fortes coupes de la part du Conseil, le rapport appelle à accroitre le budget pour certains programmes. De nombreuses priorités de la délégation Renaissance ont d’ailleurs été reprises, appelant à augmenter le budget pour la recherche et l'innovation, la santé, l'état de droit et Erasmus+. Le rapport contient également de nombreuses références aux mesures phares de l’agenda européen, notamment sur le Green Deal et la transition numérique.
J’ai également voté en faveur d’un amendement qui vise à accorder à l’autorité budgétaire l’accès aux contrats d’achat des vaccins contre la COVID-19, avant la fin 2020 par la Commission européenne. En effet, ces contrats doivent être passés en toute transparence ; il s’agit d’une question de confiance envers nos institutions européennes. Enfin, j’ai voté en faveur d’un amendement visant à rappeler le rôle essentiel du Fonds européen d’aide aux plus démunis (FEAD) dans l’objectif de lutte contre la pauvreté.",12-11-2020
"Introduction de mesures commerciales exceptionnelles en faveur des pays et territoires participants et liés au processus de stabilisation et d'association mis en œuvre par l'Union européenne (A9-0175/2020 - Emmanuel Maurel)
11-11-2020","J’ai voté en faveur du prolongement des mesures commerciales exceptionnelles accordées aux pays des Balkans bénéficiant d’accords avec l’UE qui doivent arriver à échéance à la fin de l’année 2020. Ce processus s’inscrit dans une démarche de rapprochement avec les pays des Balkans sur le plan commercial. Pour autant, il ne s’agit pas d’un blanc-seing. Ces mesures commerciales (exemption de droits de douanes et de restriction de quantités) sur des produits agricoles ne sauraient s’affranchir du respect des droits de l’homme et de l’état de droit par ces pays partenaires, ce qui est précisé par le Parlement européen dans sa position sur ce règlement.",11-11-2020
"Accord UE/Chine: coopération relative aux indications géographiques et protection de celles-ci (résolution) (A9-0202/2020 -Iuliu Winkler)
11-11-2020","J’ai voté en faveur de cet accord et de la résolution l’accompagnant, qui permettent à l’Union européenne de garantir une meilleure protection de 100 de ses indications géographiques dans le domaine des vins, spiritueux, et produits agroalimentaires, en échange de la protection de 100 indications géographiques chinoises en Europe. 25 des indications géographiques qui seront protégées sont françaises. Cet accord est une garantie pour l’Europe que son savoir-faire et la qualité de ses produits soient davantage protégés de la concurrence déloyale chinoise. La résolution rappelle que les négociations d’un futur accord d’investissement avec la Chine doit se faire dans le plein respect des valeurs européennes, c’est-à-dire les engagements de l’accord de Paris, et les droits de l’homme et le respect des libertés fondamentales. La situation préoccupante des Ouïghours – minorité musulmane en Chine – notamment en raison de traitements inhumains infligés et d’une exploitation de la population, est particulièrement visée par cette résolution.
Enfin, cet accord n’est qu’une première étape dans la lutte contre la concurrence déloyale chinoise et dans la promotion du savoir-faire européen, que d’autres accords viendront consolider.",11-11-2020
"L'égalité des genres dans la politique étrangère et de sécurité de l’Union (A9-0145/2020 - Ernest Urtasun)
23-10-2020","J’ai voté en faveur de cette résolution, afin de consacrer le principe d’égalité des genres comme principe directeur de l’action extérieure de l’Union européenne. Cela passe par une meilleure prise en compte de la mise en œuvre du droit des femmes, la réalisation d’études d'impact prenant en compte la question du genre, et l’intégration des indicateurs en matière d'égalité hommes-femmes dans l'évaluation de la politique étrangère de l’Union et de ses Etats membres. Accorder la priorité à la protection et à la promotion des droits des femmes et des filles et à leur participation est également une avancée majeure proposée par ce texte.",23-10-2020
"Politique agricole commune - aide aux plans stratégiques devant être établis par les États membres et financés par le FEAGA et par le Feader (A8-0200/2019 - Peter Jahr)
23-10-2020","J’ai voté en faveur de ce texte, qui définit la position du Parlement européen sur de nouvelles manières de répartir les fonds des aides directes de la PAC. Ce texte est un très bon compromis entre la nécessité d’assurer un revenu suffisant aux agriculteurs, et celui d’aller vers une politique agricole commune plus respectueuse de l’environnement. Ainsi, j'ai soutenu la proposition selon laquelle au moins 30 % des aides directes aux agriculteurs soient conditionnés à la mise en place de mesures environnementales, et que 35 % du fond de développement rural soit dédié à l’environnement et au climat. Afin d’assurer un revenu suffisant aux agriculteurs, nous avons décidé de plafonner les aides à 100 000 euros par exploitation, ce qui permettra une meilleure répartition des fonds entre tous. Nous avons aussi réussi à obtenir un doublement des aides aux jeunes agriculteurs, afin de lutter contre le déclin démographique, et la possibilité que ces aides soient non plus versées seulement à l’hectare, mais à « l’agriculteur actif ». Enfin, j’ai voté en faveur d’un amendement qui oblige les Etats membres à adopter un objectif chiffré de hausse des surfaces dédiées à l’agriculture biologique, afin que cette dernière se développe partout en Europe.",23-10-2020
"Politique agricole commune: financement, gestion et suivi (A8-0199/2019 - Ulrike Müller)
23-10-2020","J’ai voté en faveur de ce rapport qui propose de nouvelles modalités de financement, de gestion et suivi de la politique agricole commune en Europe. Il est nécessaire de garantir une gestion plus performante des fonds dans la nouvelle PAC, et que les citoyens puissent évaluer plus facilement sa mise en œuvre. Toutefois, il importe que le modèle soit simplifié pour être plus lisible par les agriculteurs, c’est-à-dire une meilleure visibilité sur les aides qu’ils pourront espérer toucher. J’ai également soutenu des amendements qui visent à introduire un principe de droit à l’erreur lorsque sont faites les déclarations PAC par les agriculteurs, ainsi que la constitution d’une réserve de crise pluriannuelle qui puisse venir en aide aux agriculteurs indépendamment des aides directes versées. J'ai enfin voté en faveur de l'introduction de conditionnalité sociale.",23-10-2020
"Politique agricole commune - modification du règlement OCM et d'autres règlements (A8-0198/2019 - Eric Andrieu)
23-10-2020","J’ai voté en faveur de ce texte qui propose notamment de nouvelles modalités d’organisation des marchés agricoles. Dans le secteur viticole par exemple, ce texte prévoit l’extension jusqu’en 2050 du régime d’autorisation de plantation de vignobles, afin de garantir une stabilité économique à long terme du secteur. Par ailleurs, sont prévues des améliorations du système d’appellation d’Origine contrôlée, en maintenant la prise en compte obligatoire du caractère « humain » dans celui-ci. Ce texte permet également aux filières agricoles de s’organiser plus facilement, pour faire face aux nombreux risques auxquels elles sont confrontées. Enfin, d’autres mesures techniques ont été adoptées, comme la prise en compte de la contribution au développement durable des produits sous indication géographique (IG), car préserver un savoir-faire ne doit pas se faire au détriment de l’environnement et au climat.",23-10-2020
"Déforestation (A9-0179/2020 - Delara Burkhardt)
22-10-2020","J’ai voté en faveur de ce rapport, qui vise à envoyer un signal fort à la Commission européenne sur la déforestation importée, qui est la déforestation directement causée par des biens que nous importons, comme l’huile de palme, le chocolat, ou le café par exemple. Dans ce rapport, il est rappelé que l’Union européenne est responsable de 10 % de la déforestation par ses importations. Grâce à ce rapport, lorsqu’une entreprise européenne souhaite commercialiser des produits sur le marché européen, le Parlement souhaite désormais qu’elle prouve que toute sa chaîne de valeur respecte les écosystèmes vitaux et ne contribue pas à la déforestation. Par ailleurs, en votant en faveur de ce rapport, je souhaite que la future loi exige de toutes les entreprises et institutions financières présentes en Europe qu'elles démontrent que leurs investissements ne financent ni la destruction des forêts, ni les violations des droits de l'homme.",22-10-2020
"Recommandation au Conseil, à la Commission et au VP/HR concernant les relations avec la Biélorussie (A9-0167/2020 - Petras Auštrevičius)
21-10-2020","J’ai voté en faveur de ce rapport qui dresse un certain nombre de recommandations à destination du Conseil, de la Commission et du Représentant de l’UE pour les affaires étrangères dans le cadre des relations que l’UE entretient avec la Biélorussie. Les résultats des élections du 9 août dernier se sont révélés frauduleux, ce qui a entrainé une importante dérive autoritaire du gouvernement en place. Le Parlement par le biais de ce rapport, demande notamment que ne soient pas reconnus les résultats électoraux officiellement annoncés, et que de nouvelles élections sous haute surveillance soient convoquées. Le Parlement appelle à mettre fin à la répression en cours en Biélorussie, et demande au gouvernement qu’il considère désormais illégitime, de bien vouloir entamer un dialogue avec le Conseil de coordination mené par Svetlana Tikhanovskaïa (principale opposante biélorusse, bénéficiant désormais d’une légitimité démocratique) afin de mettre fin à cette situation chaotique. Par ailleurs une libération immédiate des prisonniers politiques est demandée dans ce rapport, ce que je ne pouvais que soutenir.",21-10-2020
"L’avenir de l’éducation européenne dans le contexte de la COVID-19 (B9-0338/2020)
21-10-2020","J’ai voté en faveur de cette résolution dont l’objectif principal est d’alerter les Etats membres quant aux conséquences dramatiques de la crise de la Covid-19 sur l’Education en Europe. Le Parlement européen s’inquiète du manque de coordination des Etats membre dans le domaine de l’éducation, et de l’accroissement des inégalités en matière d’accès à l’éducation. Cette résolution réclame ainsi que de nouveaux moyens soient rapidement déployés pour moderniser les apprentissages, en particulier grâce au numérique. Dans la perspective du vote du budget pluriannuel pour l’Union européenne, cette résolution vient rappeler l’importance des programmes d’Erasmus+ dans l’éducation et la formation des jeunes européens, et préciser qu’un plafonnement trop bas des montants consacrés à ce programme aurait un impact direct sur la portée de celui-ci.",21-10-2020
"Emploi et politiques sociales dans la zone euro en 2020 (A9-0183/2020 - Klára Dobrev)
21-10-2020","J’ai voté en faveur de ce rapport qui dresse un bilan de l’emploi et des politiques sociales dans la zone euro. Ce rapport liste également un certain nombre de recommandations aux Etats membres et à l’UE, et s’avère être proche des positions que la délégation Renaissance défend. Il demande que le futur plan de relance européen ne laisse personne sur le bord du chemin : il doit accompagner les travailleurs les plus touchés par la crise, en préservant les emplois, les rémunérations et les conditions de travail. Cependant, les mesures économiques prises dans le cadre de cette crise ne doivent pas nous faire oublier les objectifs du pacte vert : nos ambitions environnementales ne doivent pas être revues à la baisse. Aussi, nous demandons l’accélération de la convergence sociale dans l’UE, avec notamment la mise en place d’un cadre pour un salaire minimum équitable dans toute l’Union. Enfin, de nombreuses autres ambitions de la délégation Renaissance sont également intégrées, comme la volonté de rendre permanent le mécanisme d’assurance chômage temporairement instauré pendant la crise (SURE), ou encore la création d’une réelle Europe de la santé.",21-10-2020
